,CaseID,W1_Q1,W1_Q2,W1_Q3,W1_Q4,W1_Q5,W1_Q6,W1_Q7,W1_Q8a,W1_Q8b,W2_Q16,ppage,ppeducat,ppethm,ppgender,ppincimp,ppstaten,Party_ID,Ideology,Panel_Tenure_Months,OCC_GA,OCC_WA,OCC_NU,OCC_CC,OCC_JA,OCC_CO,OCC_FA,OCC_RS,OCC_DR,OCC_CP,OCC_TE,FB09,fisexp1,fisexp2,censusgroup
12580,1272.0,Never,Poor,Never,Remain the same as it is,50.0,50.0,50.0,,50.0,Be reduced a little,34.0,Bachelor's degree or higher,"Black, Non-Hispanic",Female,"$30,000 to $34,999",ga,Leans Democrat,"Moderate, middle of the road",79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13556229,1.0,1.0,Few Immigrants
12590,1273.0,Never,Good,Once in a while,Remain the same as it is,90.0,90.0,95.0,90.0,,Remain the same as it is,61.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$75,000 to $84,999",ca,Strong Democrat,Extremely liberal,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11711983,1.0,2.0,"Many Immigrants, Majority Not Hispanic"
12600,1274.0,About half the time,Good,Most of the time,Be reduced a little,5.0,15.0,30.0,90.0,,Be reduced a little,33.0,High school,"White, Non-Hispanic",Female,"Less than $5,000",ar,Not Strong Democrat,"Moderate, middle of the road",44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15763871,1.0,1.0,Few Immigrants
12610,1275.0,Once in a while,Good,About half the time,Be reduced a lot,50.0,50.0,50.0,100.0,,Be reduced a lot,42.0,Some college,"White, Non-Hispanic",Female,"$50,000 to $59,999",mi,Strong Republican,Conservative,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2008046,1.0,1.0,Few Immigrants
12620,1276.0,Never,Poor,Never,Be reduced a lot,50.0,0.0,50.0,50.0,,Be reduced a lot,46.0,High school,"White, Non-Hispanic",Female,"$60,000 to $74,999",nv,Strong Republican,Conservative,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18242587,1.0,1.0,"Many Immigrants, Majority Hispanic"
12630,1277.0,Never,Poor,Once in a while,Remain the same as it is,70.0,70.0,80.0,70.0,,Remain the same as it is,47.0,Bachelor's degree or higher,"White, Non-Hispanic",Female,"$100,000 to $124,999",ga,Leans Republican,Slightly conservative,100.0,,,,,,,,,,,,,1.0,1.0,"Many Immigrants, Majority Hispanic"
12640,1278.0,Never,Poor,Never,Be reduced a lot,50.0,5.0,90.0,,50.0,Remain the same as it is,53.0,High school,"Black, Non-Hispanic",Male,"$15,000 to $19,999",tx,Strong Democrat,Slightly conservative,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18494253,1.0,1.0,"Many Immigrants, Majority Hispanic"
12650,1279.0,Once in a while,Good,Once in a while,Be reduced a little,50.0,50.0,50.0,50.0,,Be reduced a little,71.0,Less than high school,Hispanic,Male,"$40,000 to $49,999",fl,Leans Democrat,"Moderate, middle of the road",11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09646204,1.0,2.0,"Many Immigrants, Majority Not Hispanic"
12660,1280.0,About half the time,Fair,Once in a while,Be reduced a little,75.0,20.0,95.0,100.0,,Remain the same as it is,23.0,Bachelor's degree or higher,"White, Non-Hispanic",Female,"$85,000 to $99,999",tn,Not Strong Republican,Conservative,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058380287,1.0,1.0,Few Immigrants
12670,1281.0,About half the time,Fair,About half the time,Be reduced a little,30.0,30.0,30.0,,100.0,Be reduced a little,28.0,Some college,"Black, Non-Hispanic",Female,"$40,000 to $49,999",ks,Not Strong Democrat,Liberal,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15763871,1.0,1.0,Few Immigrants
12680,1282.0,Once in a while,Poor,Once in a while,Be reduced a lot,80.0,50.0,90.0,,98.0,Be reduced a lot,35.0,High school,"Black, Non-Hispanic",Male,"$12,500 to $14,999",ga,Not Strong Democrat,"Moderate, middle of the road",9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2008046,1.0,1.0,Few Immigrants
12690,1283.0,Most of the time,Fair,About half the time,Remain the same as it is,100.0,100.0,100.0,100.0,,Be reduced a little,68.0,Less than high school,"White, Non-Hispanic",Female,"$30,000 to $34,999",tx,Strong Democrat,Liberal,9.0,,,,,,,,,,,,,1.0,1.0,"Many Immigrants, Majority Hispanic"
12700,1284.0,Never,Poor,Never,Remain the same as it is,80.0,80.0,80.0,80.0,,Remain the same as it is,33.0,Bachelor's degree or higher,"White, Non-Hispanic",Female,"$50,000 to $59,999",wi,Strong Democrat,Liberal,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18494253,1.0,1.0,Few Immigrants
12710,1285.0,About half the time,Fair,Most of the time,Be reduced a lot,10.0,10.0,25.0,75.0,,Be reduced a lot,51.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$175,000 or more",mi,Leans Democrat,"Moderate, middle of the road",91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26893428,1.0,1.0,Few Immigrants
12720,1286.0,Never,Fair,Once in a while,Be reduced a lot,50.0,50.0,75.0,75.0,,Be reduced a lot,53.0,Some college,"White, Non-Hispanic",Female,"$50,000 to $59,999",ky,Leans Republican,"Moderate, middle of the road",107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.068942405,1.0,1.0,Few Immigrants
12730,1287.0,About half the time,Fair,About half the time,Be reduced a little,80.0,50.0,100.0,,45.0,Be reduced a lot,30.0,Some college,"Black, Non-Hispanic",Female,"$100,000 to $124,999",va,Strong Democrat,"Moderate, middle of the road",83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07049426,1.0,1.0,Few Immigrants
12740,1288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Few Immigrants
12750,1289.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Not Hispanic"
12760,1290.0,Once in a while,Poor,Once in a while,Remain the same as it is,65.0,60.0,70.0,70.0,,Remain the same as it is,21.0,Some college,"White, Non-Hispanic",Male,"$175,000 or more",tx,Not Strong Democrat,Conservative,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10616197,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
12770,1291.0,About half the time,Fair,Most of the time,Be reduced a lot,40.0,,50.0,100.0,,Be reduced a little,40.0,Bachelor's degree or higher,Hispanic,Male,"$60,000 to $74,999",fl,Strong Republican,Slightly conservative,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09350198,1.0,2.0,"Many Immigrants, Majority Hispanic"
12780,1292.0,Once in a while,Fair,Once in a while,Be increased a little,50.0,85.0,50.0,50.0,,Be increased a lot,37.0,Some college,"2+ Races, Non-Hispanic",Male,"$75,000 to $84,999",co,Strong Democrat,Liberal,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15108828,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
12790,1293.0,Always,Excellent,Most of the time,Be increased a lot,100.0,100.0,100.0,,100.0,Be increased a little,22.0,Some college,"Black, Non-Hispanic",Male,"$100,000 to $124,999",ga,Leans Democrat,Slightly liberal,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,Few Immigrants
12800,1294.0,Never,Excellent,Always,Be reduced a little,50.0,40.0,50.0,50.0,,Remain the same as it is,25.0,Less than high school,Hispanic,Female,"$7,500 to $9,999",ga,Leans Democrat,Conservative,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23116839,1.0,1.0,Few Immigrants
12810,1295.0,Never,Poor,Never,Remain the same as it is,60.0,60.0,65.0,70.0,,Be reduced a little,44.0,Some college,"White, Non-Hispanic",Male,"$35,000 to $39,999",oh,Not Strong Republican,"Moderate, middle of the road",33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23116839,1.0,1.0,Few Immigrants
12820,1296.0,Once in a while,Very poor,Never,Be increased a little,50.0,20.0,100.0,60.0,,Be increased a little,49.0,High school,"Other, Non-Hispanic",Male,"$125,000 to $149,999",ny,Leans Republican,"Moderate, middle of the road",73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,"Many Immigrants, Majority Not Hispanic"
12830,1297.0,Once in a while,Good,Once in a while,Be increased a lot,100.0,100.0,100.0,100.0,,Remain the same as it is,54.0,Bachelor's degree or higher,"Other, Non-Hispanic",Female,"$100,000 to $124,999",az,Strong Democrat,Liberal,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26893428,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
12840,1298.0,Once in a while,Very poor,Never,Be reduced a little,80.0,70.0,32.0,20.0,,Be reduced a lot,60.0,Less than high school,Hispanic,Female,"$7,500 to $9,999",ma,Leans Democrat,Liberal,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13005003,2.0,2.0,
12850,1299.0,Once in a while,Fair,About half the time,Be reduced a little,80.0,70.0,75.0,,100.0,Be reduced a little,77.0,High school,"Black, Non-Hispanic",Female,"$50,000 to $59,999",dc,Not Strong Democrat,Slightly liberal,57.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09350198,2.0,1.0,"Many Immigrants, Majority Hispanic"
12860,1300.0,Once in a while,Good,Once in a while,Be reduced a lot,100.0,100.0,100.0,100.0,,Be increased a lot,62.0,Some college,"White, Non-Hispanic",Male,"$15,000 to $19,999",ma,Strong Republican,Conservative,10.0,,,,,,,,,,,,,2.0,2.0,
12870,1301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Few Immigrants
12880,1302.0,Once in a while,Very poor,Once in a while,Remain the same as it is,25.0,25.0,25.0,75.0,,Be increased a little,43.0,High school,"White, Non-Hispanic",Female,"$10,000 to $12,499",co,Leans Republican,Slightly conservative,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09350198,1.0,1.0,"Many Immigrants, Majority Hispanic"
12890,1303.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Hispanic"
12900,1304.0,Never,Fair,Once in a while,Be reduced a lot,10.0,40.0,20.0,75.0,,Be reduced a little,78.0,Less than high school,"White, Non-Hispanic",Male,"$150,000 to $174,999",ok,Strong Democrat,"Moderate, middle of the road",101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2008046,1.0,1.0,Few Immigrants
12910,1305.0,Once in a while,Poor,Once in a while,Remain the same as it is,25.0,50.0,90.0,90.0,,Be reduced a little,84.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$60,000 to $74,999",md,Leans Republican,Refused,50.0,,,,,,,,,,,,0.12541616,1.0,1.0,
12920,1306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Few Immigrants
12930,1307.0,Never,Good,Once in a while,Remain the same as it is,90.0,90.0,90.0,90.0,,Remain the same as it is,56.0,Bachelor's degree or higher,"White, Non-Hispanic",Female,"$85,000 to $99,999",il,Leans Democrat,"Moderate, middle of the road",35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.09350198,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
12940,1308.0,Once in a while,Fair,Once in a while,Be reduced a little,60.0,60.0,60.0,80.0,,Be reduced a little,85.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$60,000 to $74,999",fl,Not Strong Democrat,Slightly liberal,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2.0,"Many Immigrants, Majority Hispanic"
12950,1309.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Not Hispanic"
12960,1310.0,Never,Fair,Never,Be reduced a lot,50.0,40.0,70.0,80.0,,Be reduced a lot,37.0,High school,"White, Non-Hispanic",Female,"$60,000 to $74,999",ar,Leans Republican,"Moderate, middle of the road",71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13005003,1.0,1.0,Few Immigrants
12970,1311.0,Once in a while,Good,Once in a while,Be reduced a lot,80.0,65.0,85.0,90.0,,Be reduced a little,56.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$75,000 to $84,999",pa,Leans Republican,Slightly conservative,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09646204,1.0,1.0,Few Immigrants
12980,1312.0,About half the time,Fair,About half the time,Be reduced a lot,75.0,75.0,75.0,75.0,,Be reduced a lot,57.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$60,000 to $74,999",va,Not Strong Democrat,Slightly liberal,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.032736517,1.0,1.0,Few Immigrants
12990,1313.0,Never,Fair,About half the time,Be reduced a lot,50.0,50.0,50.0,50.0,,Be reduced a little,34.0,High school,"White, Non-Hispanic",Female,"$60,000 to $74,999",mt,Leans Democrat,Slightly liberal,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07049426,1.0,1.0,Few Immigrants
13000,1314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Not Hispanic"
13010,1315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Few Immigrants
13020,1316.0,Most of the time,Good,Most of the time,Be increased a little,30.0,30.0,25.0,,60.0,Be increased a little,27.0,High school,"Black, Non-Hispanic",Male,"Less than $5,000",oh,Strong Democrat,Slightly liberal,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,Few Immigrants
13030,1317.0,Once in a while,Very poor,Never,Remain the same as it is,80.0,75.0,80.0,80.0,,Remain the same as it is,50.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$125,000 to $149,999",tn,Strong Republican,Conservative,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14417452,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
13040,1318.0,Never,Very poor,Never,Be reduced a lot,25.0,25.0,25.0,50.0,,Be reduced a lot,57.0,High school,"White, Non-Hispanic",Male,"$35,000 to $39,999",ma,Leans Democrat,"Moderate, middle of the road",39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18242587,2.0,2.0,
13050,1319.0,Most of the time,Good,About half the time,Remain the same as it is,35.0,50.0,50.0,50.0,,Remain the same as it is,66.0,Less than high school,"White, Non-Hispanic",Male,"$35,000 to $39,999",tx,Leans Republican,Extremely conservative,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058380287,1.0,1.0,"Many Immigrants, Majority Hispanic"
13060,1320.0,Never,Good,Once in a while,Remain the same as it is,80.0,50.0,50.0,100.0,,Remain the same as it is,77.0,High school,"White, Non-Hispanic",Male,"$12,500 to $14,999",mi,Not Strong Republican,"Moderate, middle of the road",31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,Few Immigrants
13070,1321.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13080,1322.0,About half the time,Poor,Most of the time,Be reduced a little,50.0,50.0,50.0,50.0,,Be reduced a little,61.0,Some college,"White, Non-Hispanic",Female,"$75,000 to $84,999",oh,Strong Republican,Conservative,73.0,,,,,,,,,,,,,1.0,1.0,Few Immigrants
13090,1323.0,Never,Very poor,Never,Remain the same as it is,100.0,50.0,50.0,,100.0,Be reduced a little,49.0,High school,"Black, Non-Hispanic",Female,"$5,000 to $7,499",ok,Not Strong Democrat,"Moderate, middle of the road",15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
13100,1324.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Hispanic"
13110,1325.0,Never,Fair,Once in a while,Be reduced a lot,0.0,0.0,0.0,100.0,,Be reduced a lot,60.0,Some college,"White, Non-Hispanic",Male,"$12,500 to $14,999",ca,Leans Republican,Extremely conservative,63.0,,,,,,,,,,,,,1.0,2.0,Few Immigrants
13120,1326.0,Most of the time,Excellent,Never,Remain the same as it is,100.0,100.0,100.0,,100.0,Remain the same as it is,36.0,High school,"Black, Non-Hispanic",Female,"Less than $5,000",tx,Leans Democrat,"Moderate, middle of the road",15.0,,,,,,,,,,,,,1.0,1.0,Few Immigrants
13130,1327.0,Once in a while,Good,Once in a while,Remain the same as it is,100.0,100.0,100.0,100.0,,Remain the same as it is,67.0,Some college,"White, Non-Hispanic",Female,"$150,000 to $174,999",nv,Strong Democrat,Liberal,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09646204,1.0,1.0,"Many Immigrants, Majority Not Hispanic"
13140,1328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Few Immigrants
13150,1329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Hispanic"
13160,1330.0,Once in a while,Poor,Once in a while,Remain the same as it is,80.0,,80.0,,,Remain the same as it is,39.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$85,000 to $99,999",ut,Not Strong Democrat,Liberal,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23116839,1.0,1.0,"Many Immigrants, Majority Hispanic"
13170,1331.0,About half the time,Good,Once in a while,Be reduced a lot,40.0,10.0,40.0,100.0,,Be reduced a lot,54.0,Less than high school,"White, Non-Hispanic",Male,"$7,500 to $9,999",nc,Leans Republican,"Moderate, middle of the road",23.0,,,,,,,,,,,,,1.0,1.0,"Many Immigrants, Majority Hispanic"
13180,1332.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Hispanic"
13190,1333.0,Once in a while,Fair,Once in a while,Be increased a little,99.0,99.0,99.0,,100.0,Remain the same as it is,49.0,Less than high school,"Black, Non-Hispanic",Female,"$7,500 to $9,999",nj,Leans Democrat,"Moderate, middle of the road",5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,2.0,
13200,1334.0,Never,Fair,Never,Remain the same as it is,80.0,80.0,90.0,80.0,,Remain the same as it is,37.0,Bachelor's degree or higher,"Other, Non-Hispanic",Male,"$75,000 to $84,999",wa,Strong Democrat,Slightly liberal,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12541616,1.0,2.0,"Many Immigrants, Majority Not Hispanic"
13210,1335.0,Once in a while,Fair,Once in a while,Be reduced a lot,50.0,10.0,70.0,90.0,,Be reduced a lot,61.0,High school,"White, Non-Hispanic",Female,"$100,000 to $124,999",ct,Leans Republican,Conservative,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122473806,2.0,1.0,
13220,1336.0,Once in a while,Very poor,Never,Be increased a little,50.0,50.0,50.0,50.0,,Remain the same as it is,26.0,Some college,Hispanic,Male,"$25,000 to $29,999",ca,Leans Democrat,Slightly liberal,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23116839,1.0,2.0,"Many Immigrants, Majority Hispanic"
13230,1337.0,Once in a while,Fair,Once in a while,Be reduced a lot,50.0,50.0,100.0,100.0,,Be reduced a little,58.0,High school,"White, Non-Hispanic",Female,"$30,000 to $34,999",pa,Strong Democrat,"Moderate, middle of the road",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14417452,1.0,1.0,Few Immigrants
13240,1338.0,Never,Fair,Once in a while,Be reduced a lot,90.0,90.0,90.0,95.0,,Be reduced a lot,46.0,High school,"White, Non-Hispanic",Female,"$50,000 to $59,999",ks,Strong Republican,Conservative,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2008046,1.0,1.0,"Many Immigrants, Majority Hispanic"
13250,1339.0,Once in a while,Poor,Once in a while,Be reduced a lot,25.0,5.0,50.0,100.0,,Be reduced a lot,33.0,Some college,"White, Non-Hispanic",Female,"$25,000 to $29,999",tx,Undecided/Independent/Other,Extremely conservative,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14449827,1.0,1.0,"Many Immigrants, Majority Hispanic"
13260,1340.0,Never,Good,Once in a while,Be reduced a lot,50.0,5.0,25.0,100.0,,Be reduced a lot,56.0,Some college,"White, Non-Hispanic",Female,"$60,000 to $74,999",ca,Leans Democrat,Slightly liberal,6.0,,,,,,,,,,,,,1.0,2.0,"Many Immigrants, Majority Not Hispanic"
13270,1341.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Few Immigrants
13280,1342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Hispanic"
13290,1343.0,Never,Fair,Once in a while,Remain the same as it is,100.0,100.0,90.0,80.0,,Be reduced a little,64.0,Bachelor's degree or higher,Hispanic,Female,"$30,000 to $34,999",ny,Strong Democrat,Extremely liberal,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14417452,2.0,2.0,"Many Immigrants, Majority Hispanic"
13300,1344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Hispanic"
13310,1345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Few Immigrants
13320,1346.0,Once in a while,Very poor,Once in a while,Remain the same as it is,80.0,90.0,95.0,85.0,,Remain the same as it is,77.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$25,000 to $29,999",ny,Leans Republican,Conservative,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2.0,2.0,Few Immigrants
13330,1347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Many Immigrants, Majority Not Hispanic"
13340,1348.0,Never,Fair,Once in a while,Be reduced a lot,0.0,0.0,0.0,50.0,,Be reduced a lot,59.0,High school,"White, Non-Hispanic",Male,"$20,000 to $24,999",ma,Refused,Refused,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18594368,2.0,2.0,
13350,1349.0,Never,Poor,Once in a while,Be increased a little,50.0,40.0,50.0,,100.0,Remain the same as it is,66.0,Less than high school,"Black, Non-Hispanic",Female,"$12,500 to $14,999",ny,Strong Republican,Conservative,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18242587,2.0,2.0,"Many Immigrants, Majority Hispanic"
13360,1350.0,Never,Good,Once in a while,Be reduced a lot,70.0,35.0,90.0,99.0,,Be reduced a lot,76.0,Some college,"White, Non-Hispanic",Female,"$60,000 to $74,999",oh,Strong Republican,Conservative,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13170539,1.0,1.0,Few Immigrants
13370,1351.0,Once in a while,Good,Once in a while,Be reduced a lot,50.0,80.0,70.0,80.0,,Be reduced a lot,56.0,Bachelor's degree or higher,"White, Non-Hispanic",Male,"$125,000 to $149,999",oh,Not Strong Republican,Extremely conservative,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1494284,1.0,1.0,Few Immigrants
13380,1352.0,Once in a while,Poor,Once in a while,Be reduced a little,90.0,50.0,90.0,100.0,,Be reduced a lot,54.0,Bachelor's degree or higher,Hispanic,Male,"$60,000 to $74,999",ca,Strong Republican,"Moderate, middle of the road",9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09350198,1.0,2.0,"Many Immigrants, Majority Hispanic"
13390,1353.0,Most of the time,Fair,About half the time,Be reduced a lot,95.0,75.0,95.0,95.0,,Be reduced a lot,50.0,High school,"White, Non-Hispanic",Male,"$150,000 to $174,999",mn,Not Strong Democrat,Liberal,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18283539,1.0,1.0,Few Immigrants
13400,1354.0,Never,Good,Never,Be reduced a lot,0.0,0.0,50.0,100.0,,Be reduced a lot,50.0,High school,"White, Non-Hispanic",Male,"$40,000 to $49,999",nm,Leans Democrat,"Moderate, middle of the road",79.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09350198,2.0,1.0,"Many Immigrants, Majority Not Hispanic"
13410,1355.0,Never,Fair,Once in a while,Be reduced a little,45.0,50.0,50.0,75.0,,Be reduced a lot,50.0,Some college,"White, Non-Hispanic",Male,"$60,000 to $74,999",nc,Not Strong Democrat,Slightly liberal,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19052505,1.0,1.0,Few Immigrants
13420,1356.0,Never,Very poor,Never,Remain the same as it is,95.0,95.0,95.0,95.0,,Remain the same as it is,46.0,High school,"White, Non-Hispanic",Female,"$40,000 to $49,999",mi,Undecided/Independent/Other,"Moderate, middle of the road",79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23116839,1.0,1.0,Few Immigrants
13430,1357.0,Once in a while,Very poor,Never,Be reduced a lot,50.0,1.0,50.0,50.0,,Be reduced a lot,62.0,High school,"White, Non-Hispanic",Female,"$60,000 to $74,999",ia,Leans Republican,"Moderate, middle of the road",32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09350198,1.0,1.0,Few Immigrants
13440,1358.0,Never,Very poor,Never,Be reduced a lot,0.0,0.0,0.0,0.0,,Be reduced a little,54.0,High school,"White, Non-Hispanic",Male,"$20,000 to $24,999",in,Not Strong Democrat,"Moderate, middle of the road",79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11805371,1.0,1.0,Few Immigrants
13450,1359.0,Never,Poor,Once in a while,Remain the same as it is,100.0,80.0,50.0,100.0,,Be reduced a little,53.0,Some college,"White, Non-Hispanic",Female,"$100,000 to $124,999",ny,Leans Republican,Slightly conservative,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1325904,2.0,2.0,Few Immigrants
